Symbol,Name,Sector,Industry
LL,"Lumber Liquidators Holdings, Inc",Consumer Services,RETAIL: Building Materials
MAC,Macerich Company (The),Consumer Services,Real Estate Investment Trusts
CLI,Mack-Cali Realty Corporation,Consumer Services,Real Estate Investment Trusts
M,Macy&#39;s Inc,Consumer Services,Department/Specialty Retail Stores
MMYT,MakeMyTrip Limited,Consumer Services,Transportation Services
MANU,Manchester United Ltd.,Consumer Services,Services-Misc. Amusement & Recreation
LOAN,"Manhattan Bridge Capital, Inc",Consumer Services,Real Estate Investment Trusts
MANT,ManTech International Corporation,Consumer Services,Other Consumer Services
MCS,Marcus Corporation (The),Consumer Services,Movies/Entertainment
HZO,"MarineMax, Inc.",Consumer Services,Other Specialty Stores
MAR,Marriott International,Consumer Services,Hotels/Resorts
MHH,"Mastech Digital, Inc",Consumer Services,Professional Services
MATX,"Matson, Inc.",Consumer Services,Marine Transportation
MNI,McClatchy Company (The),Consumer Services,Newspapers/Magazines
MCD,McDonald&#39;s Corporation,Consumer Services,Restaurants
MDRR,"Medalist Diversified REIT, Inc.",Consumer Services,Real Estate Investment Trusts
MDIA,Mediaco Holding Inc.,Consumer Services,Broadcasting
MPW,"Medical Properties Trust, Inc.",Consumer Services,Real Estate Investment Trusts
MLCO,Melco Resorts & Entertainment Limited,Consumer Services,Hotels/Resorts
MDP,Meredith Corporation,Consumer Services,Newspapers/Magazines
MFA,"MFA Financial, Inc.",Consumer Services,Real Estate Investment Trusts
MFO,"MFA Financial, Inc.",Consumer Services,Real Estate Investment Trusts
MGP,MGM Growth Properties LLC,Consumer Services,Real Estate Investment Trusts
MGM,MGM Resorts International,Consumer Services,Hotels/Resorts
MAA,"Mid-America Apartment Communities, Inc.",Consumer Services,Real Estate Investment Trusts
MG,Mistras Group Inc,Consumer Services,Military/Government/Technical
MKGI,"Monaker Group, Inc.",Consumer Services,Transportation Services
MCRI,"Monarch Casino & Resort, Inc.",Consumer Services,Hotels/Resorts
MNR,Monmouth Real Estate Investment Corporation,Consumer Services,Real Estate Investment Trusts
MNRO,"Monro, Inc. ",Consumer Services,Automotive Aftermarket
MSGN,MSG Networks Inc.,Consumer Services,Television Services
NATH,"Nathan&#39;s Famous, Inc.",Consumer Services,Restaurants
NCMI,"National CineMedia, Inc.",Consumer Services,Advertising
NHI,"National Health Investors, Inc.",Consumer Services,Real Estate Investment Trusts
NNN,National Retail Properties,Consumer Services,Real Estate Investment Trusts
NSA,National Storage Affiliates Trust,Consumer Services,Real Estate Investment Trusts
NGVC,"Natural Grocers by Vitamin Cottage, Inc.",Consumer Services,Food Chains
NFLX,"Netflix, Inc.",Consumer Services,Consumer Electronics/Video Chains
NEN,New England Realty Associates Limited Partnership,Consumer Services,Building operators
EDU,"New Oriental Education & Technology Group, Inc.",Consumer Services,Other Consumer Services
NRZ,New Residential Investment Corp.,Consumer Services,Real Estate Investment Trusts
SNR,New Senior Investment Group Inc.,Consumer Services,Real Estate Investment Trusts
NYMT,"New York Mortgage Trust, Inc.",Consumer Services,Real Estate Investment Trusts
NYMTM,"New York Mortgage Trust, Inc.",Consumer Services,Real Estate Investment Trusts
NYMTN,"New York Mortgage Trust, Inc.",Consumer Services,Real Estate Investment Trusts
NYMTO,"New York Mortgage Trust, Inc.",Consumer Services,Real Estate Investment Trusts
NYMTP,"New York Mortgage Trust, Inc.",Consumer Services,Real Estate Investment Trusts
NYT,New York Times Company (The),Consumer Services,Newspapers/Magazines
NWS,News Corporation,Consumer Services,Newspapers/Magazines
NWSA,News Corporation,Consumer Services,Newspapers/Magazines
NXRT,"NexPoint Residential Trust, Inc.",Consumer Services,Real Estate Investment Trusts
NXST,"Nexstar Media Group, Inc.",Consumer Services,Broadcasting
NDLS,Noodles & Company,Consumer Services,Restaurants
NAT,Nordic American Tankers Limited,Consumer Services,Marine Transportation
JWN,"Nordstrom, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores
NCLH,Norwegian Cruise Line Holdings Ltd.,Consumer Services,Marine Transportation
NTN,"NTN Buzztime, Inc.",Consumer Services,Broadcasting
NVEE,"NV5 Global, Inc.",Consumer Services,Other Consumer Services
NXTD,NXT-ID Inc.,Consumer Services,Diversified Commercial Services
OMEX,"Odyssey Marine Exploration, Inc.",Consumer Services,Marine Transportation
ODP,"Office Depot, Inc.",Consumer Services,Other Specialty Stores
OLLI,"Ollie&#39;s Bargain Outlet Holdings, Inc.",Consumer Services,Department/Specialty Retail Stores
OHI,"Omega Healthcare Investors, Inc.",Consumer Services,Real Estate Investment Trusts
OLP,"One Liberty Properties, Inc.",Consumer Services,Real Estate Investment Trusts
ONE,OneSmart International Education Group Limited,Consumer Services,Other Consumer Services
OSW,OneSpaWorld Holdings Limited,Consumer Services,Hotels/Resorts
ONEW,OneWater Marine Inc.,Consumer Services,Other Specialty Stores
ORBC,ORBCOMM Inc.,Consumer Services,Telecommunications Equipment
ORC,"Orchid Island Capital, Inc.",Consumer Services,Real Estate Investment Trusts
ORLY,"O&#39;Reilly Automotive, Inc.",Consumer Services,Other Specialty Stores
OUT,OUTFRONT Media Inc.,Consumer Services,Real Estate Investment Trusts
OSTK,"Overstock.com, Inc.",Consumer Services,Catalog/Specialty Distribution
PZZA,"Papa John&#39;s International, Inc.",Consumer Services,Restaurants
PGRE,"Paramount Group, Inc.",Consumer Services,Real Estate Investment Trusts
PK,Park Hotels & Resorts Inc.,Consumer Services,Hotels/Resorts
PRTY,Party City Holdco Inc.,Consumer Services,Other Specialty Stores
PAYX,"Paychex, Inc.",Consumer Services,Diversified Commercial Services
CNXN,"PC Connection, Inc.",Consumer Services,Catalog/Specialty Distribution
PSO,"Pearson, Plc",Consumer Services,Books
PEB,Pebblebrook Hotel Trust,Consumer Services,Real Estate Investment Trusts
PENN,"Penn National Gaming, Inc.",Consumer Services,Hotels/Resorts
PEI,Pennsylvania Real Estate Investment Trust,Consumer Services,Real Estate Investment Trusts
PMT,PennyMac Mortgage Investment Trust,Consumer Services,Real Estate Investment Trusts
PRDO,Perdoceo Education Corporation,Consumer Services,Other Consumer Services
PFMT,Performant Financial Corporation,Consumer Services,Other Consumer Services
FENG,Phoenix New Media Limited,Consumer Services,Broadcasting
DNK,Phoenix Tree Holdings Limited,Consumer Services,Building operators
DOC,Physicians Realty Trust,Consumer Services,Real Estate Investment Trusts
PDM,"Piedmont Office Realty Trust, Inc.",Consumer Services,Building operators
PIR,"Pier 1 Imports, Inc.",Consumer Services,Home Furnishings
PLNT,"Planet Fitness, Inc.",Consumer Services,Hotels/Resorts
PLYA,Playa Hotels & Resorts N.V.,Consumer Services,Hotels/Resorts
PLYM,"Plymouth Industrial REIT, Inc.",Consumer Services,Real Estate Investment Trusts
PSTL,"Postal Realty Trust, Inc.",Consumer Services,Real Estate Investment Trusts
PBPB,Potbelly Corporation,Consumer Services,Restaurants
PCH,PotlatchDeltic Corporation,Consumer Services,Real Estate Investment Trusts
PW,Power REIT,Consumer Services,Real Estate Investment Trusts
APTS,"Preferred Apartment Communities, Inc.",Consumer Services,Real Estate Investment Trusts
PINC,"Premier, Inc.",Consumer Services,Other Consumer Services
PRGX,"PRGX Global, Inc.",Consumer Services,Diversified Commercial Services
PSMT,"PriceSmart, Inc.",Consumer Services,Department/Specialty Retail Stores
PLD,"Prologis, Inc.",Consumer Services,Real Estate Investment Trusts
PSB,"PS Business Parks, Inc.",Consumer Services,Real Estate Investment Trusts
PSA,Public Storage,Consumer Services,Real Estate Investment Trusts
PSA^B,Public Storage,Consumer Services,Real Estate Investment Trusts
PSA^C,Public Storage,Consumer Services,Real Estate Investment Trusts
PSA^D,Public Storage,Consumer Services,Real Estate Investment Trusts
PSA^E,Public Storage,Consumer Services,Real Estate Investment Trusts
PSA^F,Public Storage,Consumer Services,Real Estate Investment Trusts
PSA^K,Public Storage,Consumer Services,Real Estate Investment Trusts
PSA^V,Public Storage,Consumer Services,Real Estate Investment Trusts
NEW,Puxin Limited,Consumer Services,Other Consumer Services
PYX,"Pyxus International, Inc.",Consumer Services,Farming/Seeds/Milling
QTS,"QTS Realty Trust, Inc.",Consumer Services,Real Estate Investment Trusts
QUOT,Quotient Technology Inc.,Consumer Services,Advertising
QRTEA,"Qurate Retail, Inc.",Consumer Services,Catalog/Specialty Distribution
QRTEB,"Qurate Retail, Inc.",Consumer Services,Catalog/Specialty Distribution
QVCC,"QVC, Inc.",Consumer Services,Catalog/Specialty Distribution
QVCD,"QVC, Inc.",Consumer Services,Catalog/Specialty Distribution
RCM,R1 RCM Inc.,Consumer Services,Other Consumer Services
RYN,Rayonier Inc.,Consumer Services,Real Estate Investment Trusts
RICK,"RCI Hospitality Holdings, Inc.",Consumer Services,Restaurants
RDI,Reading International Inc,Consumer Services,Movies/Entertainment
RDIB,Reading International Inc,Consumer Services,Movies/Entertainment
RC,Ready Capital Corporation,Consumer Services,Real Estate Investment Trusts
RCA,Ready Capital Corporation,Consumer Services,Real Estate Investment Trusts
RCB,Ready Capital Corporation,Consumer Services,Real Estate Investment Trusts
RCP,Ready Capital Corporation,Consumer Services,Real Estate Investment Trusts
O,Realty Income Corporation,Consumer Services,Real Estate Investment Trusts
RLH,Red Lion Hotels Corporation,Consumer Services,Hotels/Resorts
RRGB,"Red Robin Gourmet Burgers, Inc.",Consumer Services,Restaurants
RRR,"Red Rock Resorts, Inc.",Consumer Services,Hotels/Resorts
RWT,"Redwood Trust, Inc.",Consumer Services,Real Estate Investment Trusts
RBZ,Reebonz Holding Limited,Consumer Services,Catalog/Specialty Distribution
REG,Regency Centers Corporation,Consumer Services,Real Estate Investment Trusts
RGS,Regis Corporation,Consumer Services,Other Consumer Services
RELX,RELX PLC,Consumer Services,Publishing
MARK,"Remark Holdings, Inc.",Consumer Services,Telecommunications Equipment
QSR,Restaurant Brands International Inc.,Consumer Services,Restaurants
ROIC,Retail Opportunity Investments Corp.,Consumer Services,Real Estate Investment Trusts
RPAI,"Retail Properties of America, Inc.",Consumer Services,Real Estate Investment Trusts
RVLV,"Revolve Group, Inc.",Consumer Services,Catalog/Specialty Distribution
REXR,"Rexford Industrial Realty, Inc.",Consumer Services,Real Estate Investment Trusts
RH,RH,Consumer Services,Other Specialty Stores
RNET,"RigNet, Inc.",Consumer Services,Telecommunications Equipment
REDU,RISE Education Cayman Ltd,Consumer Services,Other Consumer Services
RLJ,RLJ Lodging Trust,Consumer Services,Real Estate Investment Trusts
RCI,"Rogers Communication, Inc.",Consumer Services,Television Services
ROKU,"Roku, Inc.",Consumer Services,Television Services
ROST,"Ross Stores, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores
RCL,Royal Caribbean Cruises Ltd.,Consumer Services,Marine Transportation
RPT,RPT Realty,Consumer Services,Real Estate Investment Trusts
RTW,"RTW Retailwinds, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores
RUHN,Ruhnn Holding Limited,Consumer Services,Catalog/Specialty Distribution
RUTH,"Ruth&#39;s Hospitality Group, Inc.",Consumer Services,Restaurants
RYB,"RYB Education, Inc.",Consumer Services,Other Consumer Services
R,"Ryder System, Inc.",Consumer Services,Rental/Leasing Companies
RHP,"Ryman Hospitality Properties, Inc.",Consumer Services,Real Estate Investment Trusts
SBRA,"Sabra Health Care REIT, Inc.",Consumer Services,Real Estate Investment Trusts
SACC,Sachem Capital Corp.,Consumer Services,Real Estate Investment Trusts
SACH,Sachem Capital Corp.,Consumer Services,Real Estate Investment Trusts
SCCB,Sachem Capital Corp.,Consumer Services,Real Estate Investment Trusts
SAFE,Safehold Inc.,Consumer Services,Real Estate
SGA,"Saga Communications, Inc.",Consumer Services,Broadcasting
SALM,"Salem Media Group, Inc.",Consumer Services,Broadcasting
SBH,"Sally Beauty Holdings, Inc.",Consumer Services,Other Specialty Stores
BFS,"Saul Centers, Inc.",Consumer Services,Real Estate Investment Trusts
SBAC,SBA Communications Corporation,Consumer Services,Real Estate Investment Trusts
SCHL,Scholastic Corporation,Consumer Services,Books
WORX,SCWorx Corp.,Consumer Services,Services-Misc. Amusement & Recreation
SE,Sea Limited,Consumer Services,Other Consumer Services
SEAS,"SeaWorld Entertainment, Inc.",Consumer Services,Services-Misc. Amusement & Recreation
SECO,Secoo Holding Limited,Consumer Services,Other Specialty Stores
SCI,Service Corporation International,Consumer Services,Other Consumer Services
SVC,Service Properties Trust,Consumer Services,Real Estate Investment Trusts
SERV,"ServiceMaster Global Holdings, Inc.",Consumer Services,Other Consumer Services
SGBX,"SG Blocks, Inc.",Consumer Services,RETAIL: Building Materials
SHAK,"Shake Shack, Inc.",Consumer Services,Restaurants
SJR,Shaw Communications Inc.,Consumer Services,Television Services
SHW,Sherwin-Williams Company (The),Consumer Services,RETAIL: Building Materials
SCVL,"Shoe Carnival, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores
SIG,Signet Jewelers Limited,Consumer Services,Consumer Specialties
SPG,"Simon Property Group, Inc.",Consumer Services,Real Estate Investment Trusts
SBGI,"Sinclair Broadcast Group, Inc.",Consumer Services,Broadcasting
SIRI,Sirius XM Holdings Inc.,Consumer Services,Broadcasting
SITC,SITE Centers Corp.,Consumer Services,Real Estate Investment Trusts
SIX,Six Flags Entertainment Corporation New,Consumer Services,Services-Misc. Amusement & Recreation
SLG,SL Green Realty Corp,Consumer Services,Real Estate Investment Trusts
WORK,"Slack Technologies, Inc.",Consumer Services,Other Consumer Services
SOHO,Sotherly Hotels Inc.,Consumer Services,Real Estate Investment Trusts
SOHOB,Sotherly Hotels Inc.,Consumer Services,Real Estate Investment Trusts
SOHON,Sotherly Hotels Inc.,Consumer Services,Real Estate Investment Trusts
SOHOO,Sotherly Hotels Inc.,Consumer Services,Real Estate Investment Trusts
SP,SP Plus Corporation,Consumer Services,Rental/Leasing Companies
LOV,"Spark Networks, Inc.",Consumer Services,Other Consumer Services
SRC,"Spirit Realty Capital, Inc.",Consumer Services,Building operators
SPWH,"Sportsman&#39;s Warehouse Holdings, Inc.",Consumer Services,Other Specialty Stores
SPOT,Spotify Technology S.A.,Consumer Services,Broadcasting
FUND,"Sprott Focus Trust, Inc.",Consumer Services,Miscellaneous
SFM,"Sprouts Farmers Market, Inc.",Consumer Services,Food Chains
JOE,St. Joe Company (The),Consumer Services,Homebuilding
STAG,"Stag Industrial, Inc.",Consumer Services,Real Estate Investment Trusts
SSI,"Stage Stores, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores
STN,Stantec Inc,Consumer Services,Military/Government/Technical
SGU,"Star Group, L.P.",Consumer Services,Other Specialty Stores
SBUX,Starbucks Corporation,Consumer Services,Restaurants
STWD,"STARWOOD PROPERTY TRUST, INC.",Consumer Services,Real Estate Investment Trusts
SMRT,"Stein Mart, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores
SFIX,"Stitch Fix, Inc.",Consumer Services,Catalog/Specialty Distribution
STON,StoneMor Inc.,Consumer Services,Other Consumer Services
STOR,STORE Capital Corporation,Consumer Services,Real Estate Investment Trusts
STRA,"Strategic Education, Inc.",Consumer Services,Other Consumer Services
STRS,Stratus Properties Inc.,Consumer Services,Homebuilding
MSC,Studio City International Holdings Limited,Consumer Services,Hotels/Resorts
SPH,"Suburban Propane Partners, L.P.",Consumer Services,Other Specialty Stores
INN,"Summit Hotel Properties, Inc.",Consumer Services,Real Estate Investment Trusts
SUI,"Sun Communities, Inc.",Consumer Services,Real Estate Investment Trusts
STG,Sunlands Technology Group,Consumer Services,Other Consumer Services
STKL,"SunOpta, Inc.",Consumer Services,Farming/Seeds/Milling
SHO,"Sunstone Hotel Investors, Inc.",Consumer Services,Hotels/Resorts
SLGG,"Super League Gaming, Inc.",Consumer Services,Services-Misc. Amusement & Recreation
TLRD,"Tailored Brands, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores
TKAT,"Takung Art Co., Ltd.",Consumer Services,Other Specialty Stores
TAL,TAL Education Group,Consumer Services,Other Consumer Services
SKT,"Tanger Factory Outlet Centers, Inc.",Consumer Services,Real Estate Investment Trusts
TEDU,"Tarena International, Inc.",Consumer Services,Other Consumer Services
TGT,Target Corporation,Consumer Services,Department/Specialty Retail Stores
TH,Target Hospitality Corp.,Consumer Services,Hotels/Resorts
THWWW,Target Hospitality Corp.,Consumer Services,Hotels/Resorts
TCO,"Taubman Centers, Inc.",Consumer Services,Real Estate Investment Trusts
TISI,"Team, Inc.",Consumer Services,Other Consumer Services
TGP,Teekay LNG Partners L.P.,Consumer Services,Marine Transportation
TNK,Teekay Tankers Ltd.,Consumer Services,Marine Transportation
TGNA,TEGNA Inc.,Consumer Services,Broadcasting
TME,Tencent Music Entertainment Group,Consumer Services,Broadcasting
TTEK,"Tetra Tech, Inc.",Consumer Services,Military/Government/Technical
TXRH,"Texas Roadhouse, Inc.",Consumer Services,Restaurants
ANDE,"The Andersons, Inc.",Consumer Services,Farming/Seeds/Milling
CAKE,The Cheesecake Factory Incorporated,Consumer Services,Restaurants
HABT,"The Habit Restaurants, Inc.",Consumer Services,Restaurants
HCKT,"The Hackett Group, Inc.",Consumer Services,Professional Services
INTG,The Intergroup Corporation,Consumer Services,Building operators
LOVE,The Lovesac Company,Consumer Services,Other Specialty Stores
MSG,The Madison Square Garden Company,Consumer Services,Services-Misc. Amusement & Recreation
MEET,"The Meet Group, Inc.",Consumer Services,Advertising
MIK,"The Michaels Companies, Inc.",Consumer Services,Recreational Products/Toys
STKS,"The ONE Group Hospitality, Inc.",Consumer Services,Restaurants
PRSC,The Providence Service Corporation,Consumer Services,Transportation Services
REAL,"The RealReal, Inc.",Consumer Services,Other Specialty Stores
RMR,The RMR Group Inc.,Consumer Services,Professional Services
TRI,Thomson Reuters Corp,Consumer Services,Publishing
TDW,Tidewater Inc.,Consumer Services,Marine Transportation
TIF,Tiffany & Co.,Consumer Services,Consumer Specialties
TLYS,"Tilly&#39;s, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores
TITN,Titan Machinery Inc.,Consumer Services,Other Specialty Stores
TJX,"TJX Companies, Inc. (The)",Consumer Services,Clothing/Shoe/Accessory Stores
CLUB,"Town Sports International Holdings, Inc.",Consumer Services,Hotels/Resorts
TSQ,"Townsquare Media, Inc.",Consumer Services,Broadcasting
TRTX,"TPG RE Finance Trust, Inc.",Consumer Services,Real Estate Investment Trusts
TSCO,Tractor Supply Company,Consumer Services,RETAIL: Building Materials
TWMC,Trans World Entertainment Corp.,Consumer Services,Consumer Electronics/Video Chains
TCI,"Transcontinental Realty Investors, Inc.",Consumer Services,Real Estate Investment Trusts
TRMT,Tremont Mortgage Trust,Consumer Services,Real Estate Investment Trusts
TY^,Tri Continental Corporation,Consumer Services,Miscellaneous
TPCO,Tribune Publishing Company,Consumer Services,Newspapers/Magazines
TPHS,Trinity Place Holdings Inc.,Consumer Services,Building operators
TUES,Tuesday Morning Corp.,Consumer Services,Department/Specialty Retail Stores
TOUR,Tuniu Corporation,Consumer Services,Transportation Services
TRWH,"Twin River Worldwide Holdings, Inc.",Consumer Services,Hotels/Resorts
TWO,Two Harbors Investments Corp,Consumer Services,Real Estate Investment Trusts
PRTS,"U.S. Auto Parts Network, Inc.",Consumer Services,Other Specialty Stores
UDR,"UDR, Inc.",Consumer Services,Real Estate Investment Trusts
ULTA,"Ulta Beauty, Inc.",Consumer Services,Other Specialty Stores
UMH,"UMH Properties, Inc.",Consumer Services,Real Estate Investment Trusts
UNF,Unifirst Corporation,Consumer Services,Other Consumer Services
UNIT,Uniti Group Inc.,Consumer Services,Real Estate Investment Trusts
UVV,Universal Corporation,Consumer Services,Farming/Seeds/Milling
UHT,Universal Health Realty Income Trust,Consumer Services,Real Estate Investment Trusts
UTI,Universal Technical Institute Inc,Consumer Services,Other Consumer Services
UONE,"Urban One, Inc. ",Consumer Services,Broadcasting
UONEK,"Urban One, Inc. ",Consumer Services,Broadcasting
URBN,"Urban Outfitters, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores
UBA,Urstadt Biddle Properties Inc.,Consumer Services,Real Estate Investment Trusts
UBP,Urstadt Biddle Properties Inc.,Consumer Services,Real Estate Investment Trusts
MTN,"Vail Resorts, Inc.",Consumer Services,Services-Misc. Amusement & Recreation
VEC,"Vectrus, Inc.",Consumer Services,Diversified Commercial Services
VTR,"Ventas, Inc.",Consumer Services,Real Estate Investment Trusts
VERB,"Verb Technology Company, Inc.",Consumer Services,Other Consumer Services
VERBW,"Verb Technology Company, Inc.",Consumer Services,Other Consumer Services
VER,VEREIT Inc.,Consumer Services,Real Estate Investment Trusts
VRTV,Veritiv Corporation,Consumer Services,Paper
VRRM,Verra Mobility Corporation,Consumer Services,Transportation Services
VIAC,ViacomCBS Inc.,Consumer Services,Broadcasting
VIACA,ViacomCBS Inc.,Consumer Services,Broadcasting
VICI,VICI Properties Inc.,Consumer Services,Real Estate Investment Trusts
VLGEA,"Village Super Market, Inc.",Consumer Services,Food Chains
VNCE,Vince Holding Corp.,Consumer Services,Clothing/Shoe/Accessory Stores
VIPS,Vipshop Holdings Limited,Consumer Services,Catalog/Specialty Distribution
SPCE,"Virgin Galactic Holdings, Inc.",Consumer Services,Transportation Services
VTSI,"VirTra, Inc.",Consumer Services,Services-Misc. Amusement & Recreation
VNO,Vornado Realty Trust,Consumer Services,Real Estate Investment Trusts
VSEC,VSE Corporation,Consumer Services,Military/Government/Technical
WPC,W. P. Carey Inc.,Consumer Services,Real Estate Investment Trusts
GWW,"W.W. Grainger, Inc.",Consumer Services,Office Equipment/Supplies/Services
WAFU,Wah Fu Education Group Limited,Consumer Services,Other Consumer Services
WMT,Walmart Inc.,Consumer Services,Department/Specialty Retail Stores
DIS,Walt Disney Company (The),Consumer Services,Services-Misc. Amusement & Recreation
WSG,Wanda Sports Group Company Limited,Consumer Services,Services-Misc. Amusement & Recreation
WPG,Washington Prime Group Inc.,Consumer Services,Real Estate Investment Trusts
W,Wayfair Inc.,Consumer Services,Catalog/Specialty Distribution
WRI,Weingarten Realty Investors,Consumer Services,Real Estate Investment Trusts
WMK,"Weis Markets, Inc.",Consumer Services,Food Chains
WELL,Welltower Inc.,Consumer Services,Real Estate Investment Trusts
WEN,Wendy&#39;s Company (The),Consumer Services,Restaurants
WMC,Western Asset Mortgage Capital Corporation,Consumer Services,Real Estate Investment Trusts
WY,Weyerhaeuser Company,Consumer Services,Real Estate Investment Trusts
WHLR,"Wheeler Real Estate Investment Trust, Inc.",Consumer Services,Real Estate Investment Trusts
WHLRD,"Wheeler Real Estate Investment Trust, Inc.",Consumer Services,Real Estate Investment Trusts
WHLRP,"Wheeler Real Estate Investment Trust, Inc.",Consumer Services,Real Estate Investment Trusts
WSR,Whitestone REIT,Consumer Services,Real Estate Investment Trusts
WOW,"WideOpenWest, Inc.",Consumer Services,Television Services
WHLM,"Wilhelmina International, Inc.",Consumer Services,Professional Services
WLDN,"Willdan Group, Inc.",Consumer Services,Military/Government/Technical
WSM,"Williams-Sonoma, Inc.",Consumer Services,Home Furnishings
WING,Wingstop Inc.,Consumer Services,Restaurants
WINA,Winmark Corporation,Consumer Services,Other Specialty Stores
WWE,"World Wrestling Entertainment, Inc.",Consumer Services,Movies/Entertainment
WW,"WW International, Inc. ",Consumer Services,Other Consumer Services
WYND,"Wyndham Destinations, Inc.",Consumer Services,Hotels/Resorts
WH,"Wyndham Hotels & Resorts, Inc.",Consumer Services,Hotels/Resorts
WYNN,"Wynn Resorts, Limited",Consumer Services,Hotels/Resorts
XHR,"Xenia Hotels & Resorts, Inc.",Consumer Services,Hotels/Resorts
XPO,"XPO Logistics, Inc.",Consumer Services,Transportation Services
XSPA,"XpresSpa Group, Inc. ",Consumer Services,Other Consumer Services
YTRA,"Yatra Online, Inc.",Consumer Services,Transportation Services
YELP,Yelp Inc.,Consumer Services,Other Consumer Services
DAO,"Youdao, Inc.",Consumer Services,Other Consumer Services
YGYI,"Youngevity International, Inc.",Consumer Services,Catalog/Specialty Distribution
YGYIP,"Youngevity International, Inc.",Consumer Services,Catalog/Specialty Distribution
YUMC,"Yum China Holdings, Inc.",Consumer Services,Restaurants
YUM,"Yum! Brands, Inc.",Consumer Services,Restaurants
YJ,Yunji Inc.,Consumer Services,Other Specialty Stores
ZAGG,ZAGG Inc,Consumer Services,Other Specialty Stores
ZVO,Zovio Inc.,Consumer Services,Other Consumer Services
ZUMZ,Zumiez Inc.,Consumer Services,Clothing/Shoe/Accessory Stores
TXG,"10x Genomics, Inc.",Capital Goods,Biotechnology: Laboratory Analytical Instruments
AAON,"AAON, Inc.",Capital Goods,Industrial Machinery/Components
AIR,AAR Corp.,Capital Goods,Aerospace
AXDX,"Accelerate Diagnostics, Inc.",Capital Goods,Biotechnology: Laboratory Analytical Instruments
ACU,Acme United Corporation.,Capital Goods,Industrial Machinery/Components
ADNT,Adient plc,Capital Goods,Auto Parts:O.E.M.
WMS,"Advanced Drainage Systems, Inc.",Capital Goods,Containers/Packaging
AEIS,"Advanced Energy Industries, Inc.",Capital Goods,Industrial Machinery/Components
AEHR,Aehr Test Systems,Capital Goods,Electrical Products
AJRD,"Aerojet Rocketdyne Holdings, Inc. ",Capital Goods,Military/Government/Technical
AVAV,"AeroVironment, Inc.",Capital Goods,Aerospace
AEMD,"Aethlon Medical, Inc.",Capital Goods,Biotechnology: Laboratory Analytical Instruments
AGCO,AGCO Corporation,Capital Goods,Industrial Machinery/Components
UAVS,"AgEagle Aerial Systems, Inc.",Capital Goods,Aerospace
A,"Agilent Technologies, Inc.",Capital Goods,Biotechnology: Laboratory Analytical Instruments
AIRI,Air Industries Group,Capital Goods,Military/Government/Technical
ALG,"Alamo Group, Inc.",Capital Goods,Industrial Machinery/Components
AMOT,"Allied Motion Technologies, Inc.",Capital Goods,Electrical Products
ALSN,"Allison Transmission Holdings, Inc.",Capital Goods,Auto Parts:O.E.M.
AIMC,Altra Industrial Motion Corp.,Capital Goods,Industrial Machinery/Components
AXL,"American Axle & Manufacturing Holdings, Inc.",Capital Goods,Auto Parts:O.E.M.
AOBC,American Outdoor Brands Corporation,Capital Goods,Ordnance And Accessories
AP,Ampco-Pittsburgh Corporation,Capital Goods,Fluid Controls
APH,Amphenol Corporation,Capital Goods,Electrical Products
APOG,"Apogee Enterprises, Inc.",Capital Goods,Auto Parts:O.E.M.
APTV,Aptiv PLC,Capital Goods,Auto Parts:O.E.M.
ARNC,Arconic Inc.,Capital Goods,Metal Fabrications
ACA,"Arcosa, Inc.",Capital Goods,Metal Fabrications
ARTW,"Art&#39;s-Way Manufacturing Co., Inc.",Capital Goods,Industrial Machinery/Components
ASTE,"Astec Industries, Inc.",Capital Goods,Construction/Ag Equipment/Trucks
ATRO,Astronics Corporation,Capital Goods,Military/Government/Technical
ASTC,Astrotech Corporation,Capital Goods,Biotechnology: Laboratory Analytical Instruments
ALV,"Autoliv, Inc.",Capital Goods,Auto Parts:O.E.M.
AVTR,"Avantor, Inc.",Capital Goods,Biotechnology: Laboratory Analytical Instruments
RCEL,Avita Medical Limited,Capital Goods,Miscellaneous
AVX,AVX Corporation,Capital Goods,Electrical Products
AAXN,"Axon Enterprise, Inc.",Capital Goods,Ordnance And Accessories
BRPM,B. Riley Principal Merger Corp.,Capital Goods,Industrial Machinery/Components
BW,Babcock,Capital Goods,Building Products
BMI,"Badger Meter, Inc.",Capital Goods,Industrial Machinery/Components
B,"Barnes Group, Inc.",Capital Goods,Metal Fabrications
BZH,"Beazer Homes USA, Inc.",Capital Goods,Homebuilding
BELFA,Bel Fuse Inc.,Capital Goods,Electrical Products
BELFB,Bel Fuse Inc.,Capital Goods,Electrical Products
BNGO,"Bionano Genomics, Inc.",Capital Goods,Biotechnology: Laboratory Analytical Instruments
BNGOW,"Bionano Genomics, Inc.",Capital Goods,Biotechnology: Laboratory Analytical Instruments
BIO,"Bio-Rad Laboratories, Inc.",Capital Goods,Biotechnology: Laboratory Analytical Instruments
